Bootstrap_ID,Draw_order,Time_block,Block_start,Block_end,N_years,N_year_age_rows,N_training_rows_in_replicate,N_unique_years_in_replicate
100,1,7,2020,2023,4,20,165,24
100,2,4,2005,2009,5,25,165,24
100,3,3,2000,2004,5,25,165,24
100,4,6,2015,2019,5,25,165,24
100,5,7,2020,2023,4,20,165,24
100,6,2,1995,1999,5,25,165,24
100,7,3,2000,2004,5,25,165,24
101,1,5,2010,2014,5,25,170,24
101,2,2,1995,1999,5,25,170,24
101,3,3,2000,2004,5,25,170,24
101,4,7,2020,2023,4,20,170,24
101,5,5,2010,2014,5,25,170,24
101,6,5,2010,2014,5,25,170,24
101,7,4,2005,2009,5,25,170,24
102,1,1,1990,1994,5,25,175,15
102,2,6,2015,2019,5,25,175,15
102,3,6,2015,2019,5,25,175,15
102,4,2,1995,1999,5,25,175,15
102,5,6,2015,2019,5,25,175,15
102,6,1,1990,1994,5,25,175,15
102,7,6,2015,2019,5,25,175,15
103,1,2,1995,1999,5,25,165,24
103,2,4,2005,2009,5,25,165,24
103,3,1,1990,1994,5,25,165,24
103,4,7,2020,2023,4,20,165,24
103,5,5,2010,2014,5,25,165,24
103,6,2,1995,1999,5,25,165,24
103,7,7,2020,2023,4,20,165,24
104,1,6,2015,2019,5,25,175,15
104,2,5,2010,2014,5,25,175,15
104,3,5,2010,2014,5,25,175,15
104,4,5,2010,2014,5,25,175,15
104,5,2,1995,1999,5,25,175,15
104,6,5,2010,2014,5,25,175,15
104,7,5,2010,2014,5,25,175,15
105,1,5,2010,2014,5,25,175,20
105,2,1,1990,1994,5,25,175,20
105,3,6,2015,2019,5,25,175,20
105,4,3,2000,2004,5,25,175,20
105,5,1,1990,1994,5,25,175,20
105,6,5,2010,2014,5,25,175,20
105,7,6,2015,2019,5,25,175,20
106,1,5,2010,2014,5,25,175,20
106,2,1,1990,1994,5,25,175,20
106,3,6,2015,2019,5,25,175,20
106,4,4,2005,2009,5,25,175,20
106,5,4,2005,2009,5,25,175,20
106,6,6,2015,2019,5,25,175,20
106,7,5,2010,2014,5,25,175,20
107,1,1,1990,1994,5,25,165,14
107,2,4,2005,2009,5,25,165,14
107,3,4,2005,2009,5,25,165,14
107,4,1,1990,1994,5,25,165,14
107,5,7,2020,2023,4,20,165,14
107,6,4,2005,2009,5,25,165,14
107,7,7,2020,2023,4,20,165,14
108,1,6,2015,2019,5,25,175,20
108,2,6,2015,2019,5,25,175,20
108,3,3,2000,2004,5,25,175,20
108,4,5,2010,2014,5,25,175,20
108,5,4,2005,2009,5,25,175,20
108,6,5,2010,2014,5,25,175,20
108,7,3,2000,2004,5,25,175,20
109,1,6,2015,2019,5,25,170,19
109,2,3,2000,2004,5,25,170,19
109,3,6,2015,2019,5,25,170,19
109,4,2,1995,1999,5,25,170,19
109,5,2,1995,1999,5,25,170,19
109,6,2,1995,1999,5,25,170,19
109,7,7,2020,2023,4,20,170,19
110,1,5,2010,2014,5,25,170,19
110,2,7,2020,2023,4,20,170,19
110,3,6,2015,2019,5,25,170,19
110,4,5,2010,2014,5,25,170,19
110,5,2,1995,1999,5,25,170,19
110,6,5,2010,2014,5,25,170,19
110,7,6,2015,2019,5,25,170,19
111,1,6,2015,2019,5,25,165,19
111,2,6,2015,2019,5,25,165,19
111,3,4,2005,2009,5,25,165,19
111,4,7,2020,2023,4,20,165,19
111,5,1,1990,1994,5,25,165,19
111,6,1,1990,1994,5,25,165,19
111,7,7,2020,2023,4,20,165,19
112,1,7,2020,2023,4,20,170,24
112,2,4,2005,2009,5,25,170,24
112,3,6,2015,2019,5,25,170,24
112,4,3,2000,2004,5,25,170,24
112,5,4,2005,2009,5,25,170,24
112,6,3,2000,2004,5,25,170,24
112,7,5,2010,2014,5,25,170,24
113,1,1,1990,1994,5,25,170,19
113,2,1,1990,1994,5,25,170,19
113,3,7,2020,2023,4,20,170,19
113,4,1,1990,1994,5,25,170,19
113,5,2,1995,1999,5,25,170,19
113,6,6,2015,2019,5,25,170,19
113,7,2,1995,1999,5,25,170,19
114,1,7,2020,2023,4,20,165,14
114,2,7,2020,2023,4,20,165,14
114,3,1,1990,1994,5,25,165,14
114,4,3,2000,2004,5,25,165,14
114,5,1,1990,1994,5,25,165,14
114,6,1,1990,1994,5,25,165,14
114,7,1,1990,1994,5,25,165,14
115,1,5,2010,2014,5,25,175,25
115,2,6,2015,2019,5,25,175,25
115,3,2,1995,1999,5,25,175,25
115,4,5,2010,2014,5,25,175,25
115,5,1,1990,1994,5,25,175,25
115,6,2,1995,1999,5,25,175,25
115,7,3,2000,2004,5,25,175,25
116,1,5,2010,2014,5,25,175,20
116,2,5,2010,2014,5,25,175,20
116,3,2,1995,1999,5,25,175,20
116,4,1,1990,1994,5,25,175,20
116,5,5,2010,2014,5,25,175,20
116,6,3,2000,2004,5,25,175,20
116,7,5,2010,2014,5,25,175,20
117,1,3,2000,2004,5,25,170,19
117,2,5,2010,2014,5,25,170,19
117,3,3,2000,2004,5,25,170,19
117,4,6,2015,2019,5,25,170,19
117,5,3,2000,2004,5,25,170,19
117,6,7,2020,2023,4,20,170,19
117,7,5,2010,2014,5,25,170,19
118,1,7,2020,2023,4,20,170,19
118,2,6,2015,2019,5,25,170,19
118,3,1,1990,1994,5,25,170,19
118,4,6,2015,2019,5,25,170,19
118,5,1,1990,1994,5,25,170,19
118,6,1,1990,1994,5,25,170,19
118,7,3,2000,2004,5,25,170,19
119,1,7,2020,2023,4,20,165,24
119,2,2,1995,1999,5,25,165,24
119,3,6,2015,2019,5,25,165,24
119,4,4,2005,2009,5,25,165,24
119,5,3,2000,2004,5,25,165,24
119,6,6,2015,2019,5,25,165,24
119,7,7,2020,2023,4,20,165,24
120,1,7,2020,2023,4,20,170,24
120,2,6,2015,2019,5,25,170,24
120,3,2,1995,1999,5,25,170,24
120,4,3,2000,2004,5,25,170,24
120,5,2,1995,1999,5,25,170,24
120,6,1,1990,1994,5,25,170,24
120,7,3,2000,2004,5,25,170,24
121,1,6,2015,2019,5,25,175,20
121,2,5,2010,2014,5,25,175,20
121,3,5,2010,2014,5,25,175,20
121,4,2,1995,1999,5,25,175,20
121,5,3,2000,2004,5,25,175,20
121,6,2,1995,1999,5,25,175,20
121,7,5,2010,2014,5,25,175,20
122,1,7,2020,2023,4,20,170,24
122,2,5,2010,2014,5,25,170,24
122,3,6,2015,2019,5,25,170,24
122,4,2,1995,1999,5,25,170,24
122,5,4,2005,2009,5,25,170,24
122,6,4,2005,2009,5,25,170,24
122,7,4,2005,2009,5,25,170,24
123,1,3,2000,2004,5,25,170,24
123,2,2,1995,1999,5,25,170,24
123,3,2,1995,1999,5,25,170,24
123,4,3,2000,2004,5,25,170,24
123,5,1,1990,1994,5,25,170,24
123,6,7,2020,2023,4,20,170,24
123,7,4,2005,2009,5,25,170,24
124,1,6,2015,2019,5,25,175,20
124,2,3,2000,2004,5,25,175,20
124,3,5,2010,2014,5,25,175,20
124,4,1,1990,1994,5,25,175,20
124,5,1,1990,1994,5,25,175,20
124,6,3,2000,2004,5,25,175,20
124,7,6,2015,2019,5,25,175,20
125,1,1,1990,1994,5,25,175,25
125,2,4,2005,2009,5,25,175,25
125,3,4,2005,2009,5,25,175,25
125,4,6,2015,2019,5,25,175,25
125,5,5,2010,2014,5,25,175,25
125,6,6,2015,2019,5,25,175,25
125,7,2,1995,1999,5,25,175,25
126,1,6,2015,2019,5,25,175,20
126,2,1,1990,1994,5,25,175,20
126,3,3,2000,2004,5,25,175,20
126,4,3,2000,2004,5,25,175,20
126,5,4,2005,2009,5,25,175,20
126,6,6,2015,2019,5,25,175,20
126,7,4,2005,2009,5,25,175,20
127,1,7,2020,2023,4,20,165,24
127,2,2,1995,1999,5,25,165,24
127,3,7,2020,2023,4,20,165,24
127,4,6,2015,2019,5,25,165,24
127,5,3,2000,2004,5,25,165,24
127,6,5,2010,2014,5,25,165,24
127,7,5,2010,2014,5,25,165,24
128,1,6,2015,2019,5,25,170,19
128,2,5,2010,2014,5,25,170,19
128,3,6,2015,2019,5,25,170,19
128,4,5,2010,2014,5,25,170,19
128,5,2,1995,1999,5,25,170,19
128,6,7,2020,2023,4,20,170,19
128,7,2,1995,1999,5,25,170,19
129,1,1,1990,1994,5,25,165,24
129,2,7,2020,2023,4,20,165,24
129,3,5,2010,2014,5,25,165,24
129,4,6,2015,2019,5,25,165,24
129,5,3,2000,2004,5,25,165,24
129,6,7,2020,2023,4,20,165,24
129,7,6,2015,2019,5,25,165,24
130,1,5,2010,2014,5,25,175,20
130,2,5,2010,2014,5,25,175,20
130,3,5,2010,2014,5,25,175,20
130,4,3,2000,2004,5,25,175,20
130,5,2,1995,1999,5,25,175,20
130,6,1,1990,1994,5,25,175,20
130,7,2,1995,1999,5,25,175,20
131,1,1,1990,1994,5,25,175,20
131,2,6,2015,2019,5,25,175,20
131,3,2,1995,1999,5,25,175,20
131,4,4,2005,2009,5,25,175,20
131,5,2,1995,1999,5,25,175,20
131,6,2,1995,1999,5,25,175,20
131,7,6,2015,2019,5,25,175,20
132,1,1,1990,1994,5,25,175,30
132,2,5,2010,2014,5,25,175,30
132,3,2,1995,1999,5,25,175,30
132,4,4,2005,2009,5,25,175,30
132,5,1,1990,1994,5,25,175,30
132,6,6,2015,2019,5,25,175,30
132,7,3,2000,2004,5,25,175,30
133,1,7,2020,2023,4,20,165,14
133,2,4,2005,2009,5,25,165,14
133,3,4,2005,2009,5,25,165,14
133,4,4,2005,2009,5,25,165,14
133,5,5,2010,2014,5,25,165,14
133,6,7,2020,2023,4,20,165,14
133,7,4,2005,2009,5,25,165,14
134,1,1,1990,1994,5,25,175,20
134,2,5,2010,2014,5,25,175,20
134,3,3,2000,2004,5,25,175,20
134,4,4,2005,2009,5,25,175,20
134,5,1,1990,1994,5,25,175,20
134,6,3,2000,2004,5,25,175,20
134,7,1,1990,1994,5,25,175,20
135,1,5,2010,2014,5,25,170,19
135,2,5,2010,2014,5,25,170,19
135,3,6,2015,2019,5,25,170,19
135,4,7,2020,2023,4,20,170,19
135,5,4,2005,2009,5,25,170,19
135,6,4,2005,2009,5,25,170,19
135,7,4,2005,2009,5,25,170,19
136,1,3,2000,2004,5,25,170,24
136,2,6,2015,2019,5,25,170,24
136,3,1,1990,1994,5,25,170,24
136,4,3,2000,2004,5,25,170,24
136,5,7,2020,2023,4,20,170,24
136,6,6,2015,2019,5,25,170,24
136,7,2,1995,1999,5,25,170,24
137,1,3,2000,2004,5,25,170,29
137,2,1,1990,1994,5,25,170,29
137,3,4,2005,2009,5,25,170,29
137,4,5,2010,2014,5,25,170,29
137,5,7,2020,2023,4,20,170,29
137,6,1,1990,1994,5,25,170,29
137,7,2,1995,1999,5,25,170,29
138,1,2,1995,1999,5,25,165,19
138,2,1,1990,1994,5,25,165,19
138,3,7,2020,2023,4,20,165,19
138,4,7,2020,2023,4,20,165,19
138,5,3,2000,2004,5,25,165,19
138,6,2,1995,1999,5,25,165,19
138,7,1,1990,1994,5,25,165,19
139,1,1,1990,1994,5,25,165,14
139,2,1,1990,1994,5,25,165,14
139,3,1,1990,1994,5,25,165,14
139,4,7,2020,2023,4,20,165,14
139,5,5,2010,2014,5,25,165,14
139,6,5,2010,2014,5,25,165,14
139,7,7,2020,2023,4,20,165,14
140,1,6,2015,2019,5,25,165,24
140,2,3,2000,2004,5,25,165,24
140,3,1,1990,1994,5,25,165,24
140,4,7,2020,2023,4,20,165,24
140,5,7,2020,2023,4,20,165,24
140,6,4,2005,2009,5,25,165,24
140,7,3,2000,2004,5,25,165,24
141,1,4,2005,2009,5,25,175,15
141,2,6,2015,2019,5,25,175,15
141,3,2,1995,1999,5,25,175,15
141,4,2,1995,1999,5,25,175,15
141,5,4,2005,2009,5,25,175,15
141,6,6,2015,2019,5,25,175,15
141,7,4,2005,2009,5,25,175,15
142,1,3,2000,2004,5,25,170,24
142,2,7,2020,2023,4,20,170,24
142,3,1,1990,1994,5,25,170,24
142,4,5,2010,2014,5,25,170,24
142,5,5,2010,2014,5,25,170,24
142,6,6,2015,2019,5,25,170,24
142,7,5,2010,2014,5,25,170,24
143,1,1,1990,1994,5,25,160,19
143,2,7,2020,2023,4,20,160,19
143,3,6,2015,2019,5,25,160,19
143,4,7,2020,2023,4,20,160,19
143,5,5,2010,2014,5,25,160,19
143,6,6,2015,2019,5,25,160,19
143,7,7,2020,2023,4,20,160,19
144,1,6,2015,2019,5,25,170,24
144,2,1,1990,1994,5,25,170,24
144,3,5,2010,2014,5,25,170,24
144,4,6,2015,2019,5,25,170,24
144,5,6,2015,2019,5,25,170,24
144,6,7,2020,2023,4,20,170,24
144,7,3,2000,2004,5,25,170,24
145,1,3,2000,2004,5,25,175,20
145,2,6,2015,2019,5,25,175,20
145,3,1,1990,1994,5,25,175,20
145,4,4,2005,2009,5,25,175,20
145,5,6,2015,2019,5,25,175,20
145,6,4,2005,2009,5,25,175,20
145,7,4,2005,2009,5,25,175,20
146,1,6,2015,2019,5,25,175,25
146,2,1,1990,1994,5,25,175,25
146,3,1,1990,1994,5,25,175,25
146,4,5,2010,2014,5,25,175,25
146,5,2,1995,1999,5,25,175,25
146,6,3,2000,2004,5,25,175,25
146,7,2,1995,1999,5,25,175,25
147,1,4,2005,2009,5,25,170,24
147,2,6,2015,2019,5,25,170,24
147,3,2,1995,1999,5,25,170,24
147,4,2,1995,1999,5,25,170,24
147,5,7,2020,2023,4,20,170,24
147,6,2,1995,1999,5,25,170,24
147,7,1,1990,1994,5,25,170,24
148,1,4,2005,2009,5,25,165,24
148,2,5,2010,2014,5,25,165,24
148,3,2,1995,1999,5,25,165,24
148,4,6,2015,2019,5,25,165,24
148,5,7,2020,2023,4,20,165,24
148,6,4,2005,2009,5,25,165,24
148,7,7,2020,2023,4,20,165,24
149,1,6,2015,2019,5,25,170,29
149,2,2,1995,1999,5,25,170,29
149,3,7,2020,2023,4,20,170,29
149,4,3,2000,2004,5,25,170,29
149,5,4,2005,2009,5,25,170,29
149,6,1,1990,1994,5,25,170,29
149,7,6,2015,2019,5,25,170,29
150,1,5,2010,2014,5,25,175,20
150,2,5,2010,2014,5,25,175,20
150,3,1,1990,1994,5,25,175,20
150,4,5,2010,2014,5,25,175,20
150,5,3,2000,2004,5,25,175,20
150,6,2,1995,1999,5,25,175,20
150,7,1,1990,1994,5,25,175,20
151,1,1,1990,1994,5,25,170,19
151,2,3,2000,2004,5,25,170,19
151,3,1,1990,1994,5,25,170,19
151,4,1,1990,1994,5,25,170,19
151,5,1,1990,1994,5,25,170,19
151,6,7,2020,2023,4,20,170,19
151,7,4,2005,2009,5,25,170,19
152,1,3,2000,2004,5,25,175,20
152,2,6,2015,2019,5,25,175,20
152,3,4,2005,2009,5,25,175,20
152,4,3,2000,2004,5,25,175,20
152,5,6,2015,2019,5,25,175,20
152,6,3,2000,2004,5,25,175,20
152,7,1,1990,1994,5,25,175,20
153,1,5,2010,2014,5,25,175,25
153,2,1,1990,1994,5,25,175,25
153,3,3,2000,2004,5,25,175,25
153,4,1,1990,1994,5,25,175,25
153,5,5,2010,2014,5,25,175,25
153,6,6,2015,2019,5,25,175,25
153,7,4,2005,2009,5,25,175,25
154,1,3,2000,2004,5,25,175,25
154,2,6,2015,2019,5,25,175,25
154,3,3,2000,2004,5,25,175,25
154,4,2,1995,1999,5,25,175,25
154,5,6,2015,2019,5,25,175,25
154,6,5,2010,2014,5,25,175,25
154,7,1,1990,1994,5,25,175,25
155,1,5,2010,2014,5,25,165,14
155,2,5,2010,2014,5,25,165,14
155,3,4,2005,2009,5,25,165,14
155,4,5,2010,2014,5,25,165,14
155,5,5,2010,2014,5,25,165,14
155,6,7,2020,2023,4,20,165,14
155,7,7,2020,2023,4,20,165,14
156,1,2,1995,1999,5,25,160,24
156,2,4,2005,2009,5,25,160,24
156,3,1,1990,1994,5,25,160,24
156,4,7,2020,2023,4,20,160,24
156,5,7,2020,2023,4,20,160,24
156,6,7,2020,2023,4,20,160,24
156,7,5,2010,2014,5,25,160,24
157,1,2,1995,1999,5,25,160,24
157,2,7,2020,2023,4,20,160,24
157,3,7,2020,2023,4,20,160,24
157,4,7,2020,2023,4,20,160,24
157,5,5,2010,2014,5,25,160,24
157,6,1,1990,1994,5,25,160,24
157,7,3,2000,2004,5,25,160,24
158,1,4,2005,2009,5,25,170,24
158,2,7,2020,2023,4,20,170,24
158,3,2,1995,1999,5,25,170,24
158,4,3,2000,2004,5,25,170,24
158,5,3,2000,2004,5,25,170,24
158,6,1,1990,1994,5,25,170,24
158,7,3,2000,2004,5,25,170,24
159,1,6,2015,2019,5,25,175,20
159,2,4,2005,2009,5,25,175,20
159,3,2,1995,1999,5,25,175,20
159,4,1,1990,1994,5,25,175,20
159,5,1,1990,1994,5,25,175,20
159,6,4,2005,2009,5,25,175,20
159,7,6,2015,2019,5,25,175,20
160,1,3,2000,2004,5,25,175,20
160,2,2,1995,1999,5,25,175,20
160,3,6,2015,2019,5,25,175,20
160,4,6,2015,2019,5,25,175,20
160,5,6,2015,2019,5,25,175,20
160,6,1,1990,1994,5,25,175,20
160,7,2,1995,1999,5,25,175,20
161,1,4,2005,2009,5,25,175,20
161,2,3,2000,2004,5,25,175,20
161,3,3,2000,2004,5,25,175,20
161,4,5,2010,2014,5,25,175,20
161,5,5,2010,2014,5,25,175,20
161,6,5,2010,2014,5,25,175,20
161,7,6,2015,2019,5,25,175,20
162,1,3,2000,2004,5,25,175,25
162,2,2,1995,1999,5,25,175,25
162,3,6,2015,2019,5,25,175,25
162,4,5,2010,2014,5,25,175,25
162,5,1,1990,1994,5,25,175,25
162,6,2,1995,1999,5,25,175,25
162,7,2,1995,1999,5,25,175,25
163,1,1,1990,1994,5,25,170,19
163,2,7,2020,2023,4,20,170,19
163,3,6,2015,2019,5,25,170,19
163,4,6,2015,2019,5,25,170,19
163,5,1,1990,1994,5,25,170,19
163,6,1,1990,1994,5,25,170,19
163,7,5,2010,2014,5,25,170,19
164,1,1,1990,1994,5,25,170,24
164,2,6,2015,2019,5,25,170,24
164,3,1,1990,1994,5,25,170,24
164,4,7,2020,2023,4,20,170,24
164,5,5,2010,2014,5,25,170,24
164,6,5,2010,2014,5,25,170,24
164,7,2,1995,1999,5,25,170,24
165,1,3,2000,2004,5,25,175,20
165,2,4,2005,2009,5,25,175,20
165,3,2,1995,1999,5,25,175,20
165,4,1,1990,1994,5,25,175,20
165,5,3,2000,2004,5,25,175,20
165,6,2,1995,1999,5,25,175,20
165,7,2,1995,1999,5,25,175,20
166,1,7,2020,2023,4,20,160,14
166,2,7,2020,2023,4,20,160,14
166,3,7,2020,2023,4,20,160,14
166,4,4,2005,2009,5,25,160,14
166,5,2,1995,1999,5,25,160,14
166,6,2,1995,1999,5,25,160,14
166,7,2,1995,1999,5,25,160,14
167,1,7,2020,2023,4,20,165,19
167,2,1,1990,1994,5,25,165,19
167,3,6,2015,2019,5,25,165,19
167,4,2,1995,1999,5,25,165,19
167,5,2,1995,1999,5,25,165,19
167,6,1,1990,1994,5,25,165,19
167,7,7,2020,2023,4,20,165,19
168,1,7,2020,2023,4,20,170,24
168,2,6,2015,2019,5,25,170,24
168,3,5,2010,2014,5,25,170,24
168,4,5,2010,2014,5,25,170,24
168,5,4,2005,2009,5,25,170,24
168,6,4,2005,2009,5,25,170,24
168,7,1,1990,1994,5,25,170,24
169,1,4,2005,2009,5,25,165,24
169,2,5,2010,2014,5,25,165,24
169,3,6,2015,2019,5,25,165,24
169,4,7,2020,2023,4,20,165,24
169,5,4,2005,2009,5,25,165,24
169,6,7,2020,2023,4,20,165,24
169,7,2,1995,1999,5,25,165,24
170,1,6,2015,2019,5,25,170,19
170,2,4,2005,2009,5,25,170,19
170,3,2,1995,1999,5,25,170,19
170,4,4,2005,2009,5,25,170,19
170,5,6,2015,2019,5,25,170,19
170,6,7,2020,2023,4,20,170,19
170,7,6,2015,2019,5,25,170,19
171,1,4,2005,2009,5,25,175,15
171,2,1,1990,1994,5,25,175,15
171,3,4,2005,2009,5,25,175,15
171,4,4,2005,2009,5,25,175,15
171,5,4,2005,2009,5,25,175,15
171,6,2,1995,1999,5,25,175,15
171,7,4,2005,2009,5,25,175,15
172,1,4,2005,2009,5,25,170,24
172,2,3,2000,2004,5,25,170,24
172,3,3,2000,2004,5,25,170,24
172,4,6,2015,2019,5,25,170,24
172,5,3,2000,2004,5,25,170,24
172,6,5,2010,2014,5,25,170,24
172,7,7,2020,2023,4,20,170,24
173,1,3,2000,2004,5,25,175,25
173,2,3,2000,2004,5,25,175,25
173,3,6,2015,2019,5,25,175,25
173,4,5,2010,2014,5,25,175,25
173,5,5,2010,2014,5,25,175,25
173,6,1,1990,1994,5,25,175,25
173,7,2,1995,1999,5,25,175,25
174,1,3,2000,2004,5,25,170,24
174,2,4,2005,2009,5,25,170,24
174,3,6,2015,2019,5,25,170,24
174,4,3,2000,2004,5,25,170,24
174,5,7,2020,2023,4,20,170,24
174,6,1,1990,1994,5,25,170,24
174,7,3,2000,2004,5,25,170,24
175,1,1,1990,1994,5,25,175,20
175,2,4,2005,2009,5,25,175,20
175,3,3,2000,2004,5,25,175,20
175,4,2,1995,1999,5,25,175,20
175,5,3,2000,2004,5,25,175,20
175,6,2,1995,1999,5,25,175,20
175,7,1,1990,1994,5,25,175,20
176,1,3,2000,2004,5,25,170,29
176,2,1,1990,1994,5,25,170,29
176,3,3,2000,2004,5,25,170,29
176,4,7,2020,2023,4,20,170,29
176,5,5,2010,2014,5,25,170,29
176,6,4,2005,2009,5,25,170,29
176,7,6,2015,2019,5,25,170,29
177,1,1,1990,1994,5,25,170,24
177,2,4,2005,2009,5,25,170,24
177,3,7,2020,2023,4,20,170,24
177,4,3,2000,2004,5,25,170,24
177,5,6,2015,2019,5,25,170,24
177,6,1,1990,1994,5,25,170,24
177,7,1,1990,1994,5,25,170,24
178,1,1,1990,1994,5,25,170,29
178,2,4,2005,2009,5,25,170,29
178,3,3,2000,2004,5,25,170,29
178,4,7,2020,2023,4,20,170,29
178,5,1,1990,1994,5,25,170,29
178,6,2,1995,1999,5,25,170,29
178,7,6,2015,2019,5,25,170,29
179,1,4,2005,2009,5,25,170,24
179,2,4,2005,2009,5,25,170,24
179,3,1,1990,1994,5,25,170,24
179,4,2,1995,1999,5,25,170,24
179,5,3,2000,2004,5,25,170,24
179,6,7,2020,2023,4,20,170,24
179,7,2,1995,1999,5,25,170,24
180,1,2,1995,1999,5,25,175,20
180,2,2,1995,1999,5,25,175,20
180,3,4,2005,2009,5,25,175,20
180,4,3,2000,2004,5,25,175,20
180,5,5,2010,2014,5,25,175,20
180,6,3,2000,2004,5,25,175,20
180,7,4,2005,2009,5,25,175,20
181,1,2,1995,1999,5,25,160,19
181,2,5,2010,2014,5,25,160,19
181,3,5,2010,2014,5,25,160,19
181,4,4,2005,2009,5,25,160,19
181,5,7,2020,2023,4,20,160,19
181,6,7,2020,2023,4,20,160,19
181,7,7,2020,2023,4,20,160,19
182,1,2,1995,1999,5,25,170,24
182,2,1,1990,1994,5,25,170,24
182,3,6,2015,2019,5,25,170,24
182,4,7,2020,2023,4,20,170,24
182,5,2,1995,1999,5,25,170,24
182,6,1,1990,1994,5,25,170,24
182,7,4,2005,2009,5,25,170,24
183,1,3,2000,2004,5,25,170,24
183,2,2,1995,1999,5,25,170,24
183,3,1,1990,1994,5,25,170,24
183,4,3,2000,2004,5,25,170,24
183,5,7,2020,2023,4,20,170,24
183,6,4,2005,2009,5,25,170,24
183,7,4,2005,2009,5,25,170,24
184,1,5,2010,2014,5,25,170,19
184,2,4,2005,2009,5,25,170,19
184,3,5,2010,2014,5,25,170,19
184,4,7,2020,2023,4,20,170,19
184,5,3,2000,2004,5,25,170,19
184,6,5,2010,2014,5,25,170,19
184,7,5,2010,2014,5,25,170,19
185,1,2,1995,1999,5,25,170,29
185,2,6,2015,2019,5,25,170,29
185,3,3,2000,2004,5,25,170,29
185,4,4,2005,2009,5,25,170,29
185,5,1,1990,1994,5,25,170,29
185,6,7,2020,2023,4,20,170,29
185,7,6,2015,2019,5,25,170,29
186,1,1,1990,1994,5,25,170,19
186,2,3,2000,2004,5,25,170,19
186,3,3,2000,2004,5,25,170,19
186,4,6,2015,2019,5,25,170,19
186,5,3,2000,2004,5,25,170,19
186,6,7,2020,2023,4,20,170,19
186,7,1,1990,1994,5,25,170,19
187,1,1,1990,1994,5,25,155,14
187,2,2,1995,1999,5,25,155,14
187,3,7,2020,2023,4,20,155,14
187,4,1,1990,1994,5,25,155,14
187,5,7,2020,2023,4,20,155,14
187,6,7,2020,2023,4,20,155,14
187,7,7,2020,2023,4,20,155,14
188,1,1,1990,1994,5,25,170,24
188,2,6,2015,2019,5,25,170,24
188,3,6,2015,2019,5,25,170,24
188,4,5,2010,2014,5,25,170,24
188,5,3,2000,2004,5,25,170,24
188,6,6,2015,2019,5,25,170,24
188,7,7,2020,2023,4,20,170,24
189,1,3,2000,2004,5,25,165,19
189,2,3,2000,2004,5,25,165,19
189,3,3,2000,2004,5,25,165,19
189,4,4,2005,2009,5,25,165,19
189,5,7,2020,2023,4,20,165,19
189,6,6,2015,2019,5,25,165,19
189,7,7,2020,2023,4,20,165,19
190,1,2,1995,1999,5,25,170,24
190,2,6,2015,2019,5,25,170,24
190,3,3,2000,2004,5,25,170,24
190,4,7,2020,2023,4,20,170,24
190,5,5,2010,2014,5,25,170,24
190,6,5,2010,2014,5,25,170,24
190,7,5,2010,2014,5,25,170,24
191,1,7,2020,2023,4,20,170,24
191,2,1,1990,1994,5,25,170,24
191,3,2,1995,1999,5,25,170,24
191,4,6,2015,2019,5,25,170,24
191,5,4,2005,2009,5,25,170,24
191,6,4,2005,2009,5,25,170,24
191,7,2,1995,1999,5,25,170,24
192,1,1,1990,1994,5,25,170,29
192,2,5,2010,2014,5,25,170,29
192,3,3,2000,2004,5,25,170,29
192,4,4,2005,2009,5,25,170,29
192,5,6,2015,2019,5,25,170,29
192,6,7,2020,2023,4,20,170,29
192,7,1,1990,1994,5,25,170,29
193,1,2,1995,1999,5,25,170,24
193,2,5,2010,2014,5,25,170,24
193,3,1,1990,1994,5,25,170,24
193,4,2,1995,1999,5,25,170,24
193,5,7,2020,2023,4,20,170,24
193,6,2,1995,1999,5,25,170,24
193,7,6,2015,2019,5,25,170,24
194,1,6,2015,2019,5,25,170,29
194,2,3,2000,2004,5,25,170,29
194,3,7,2020,2023,4,20,170,29
194,4,5,2010,2014,5,25,170,29
194,5,1,1990,1994,5,25,170,29
194,6,2,1995,1999,5,25,170,29
194,7,2,1995,1999,5,25,170,29
195,1,6,2015,2019,5,25,170,24
195,2,6,2015,2019,5,25,170,24
195,3,1,1990,1994,5,25,170,24
195,4,7,2020,2023,4,20,170,24
195,5,6,2015,2019,5,25,170,24
195,6,5,2010,2014,5,25,170,24
195,7,4,2005,2009,5,25,170,24
196,1,7,2020,2023,4,20,160,14
196,2,5,2010,2014,5,25,160,14
196,3,5,2010,2014,5,25,160,14
196,4,3,2000,2004,5,25,160,14
196,5,7,2020,2023,4,20,160,14
196,6,7,2020,2023,4,20,160,14
196,7,5,2010,2014,5,25,160,14
197,1,6,2015,2019,5,25,165,24
197,2,6,2015,2019,5,25,165,24
197,3,7,2020,2023,4,20,165,24
197,4,4,2005,2009,5,25,165,24
197,5,3,2000,2004,5,25,165,24
197,6,7,2020,2023,4,20,165,24
197,7,5,2010,2014,5,25,165,24
198,1,3,2000,2004,5,25,175,20
198,2,5,2010,2014,5,25,175,20
198,3,4,2005,2009,5,25,175,20
198,4,4,2005,2009,5,25,175,20
198,5,3,2000,2004,5,25,175,20
198,6,4,2005,2009,5,25,175,20
198,7,2,1995,1999,5,25,175,20
199,1,6,2015,2019,5,25,165,19
199,2,6,2015,2019,5,25,165,19
199,3,2,1995,1999,5,25,165,19
